Protein	Localization
AUP1	Secretory
AURKA	Cytosol
AURKAIP1	Secretory
AURKB	Nuclear
AUTS2	Nuclear
AVEN	Cytosol
AVL9	Cytosol
AXIN1	Cytosol
AZGP1	Unclassified
AZI1	Unclassified
AZI2	Cytosol
AZIN1	Cytosol
B2M	Secretory
B3GALNT2	Secretory
B3GALT4	Secretory
B3GALT6	Secretory
B3GALTL	Nuclear
B3GAT3	Secretory
B3GNT1	Secretory
B3GNT2	Secretory
B3GNT3	Secretory
B3GNT5	Secretory
B3GNT7	Secretory
B3GNTL1	Cytosol
B4GALNT1	Secretory
B4GALNT2	Nuclear
B4GALNT3	Nuclear
B4GALT1	Secretory
B4GALT2	Secretory
B4GALT3	Secretory
B4GALT4	Secretory
B4GALT5	Secretory
B4GALT6	Cytosol
B4GALT7	Secretory
BABAM1	Cytosol
BACE2	Secretory
BACH1	Cytosol
BACH2	Cytosol
BAD	Secretory
BAG1	Cytosol
BAG2	Secretory
BAG3	Cytosol
BAG4	Nuclear
BAG5	Cytosol
BAG6	Cytosol
BAHD1	Nuclear
BAIAP2	Secretory
BAIAP2L1	Secretory
BAIAP3	Cytosol
BAK1	Mitochondria
BAMBI	Secretory
BANF1	Cytosol
BANP	Nuclear
BAP1	Nuclear
BARD1	Nuclear
BARX2	Cytosol
BASP1	Secretory
BAX	Cytosol
BAZ1A	Nuclear
BAZ1B	Nuclear
BAZ2A	Nuclear
BAZ2B	Nuclear
BBC3	Secretory
BBOX1	Cytosol
BBS10	Cytosol
BBS2	Cytosol
BBS4	Cytosol
BBS7	Cytosol
BBS9	Cytosol
BBX	Nuclear
BCAM	Unclassified
BCAP29	Secretory
BCAP31	Secretory
BCAR1	Cytosol
BCAR3	Cytosol
BCAS1	Cytosol
BCAS2	Nuclear
BCAS3	Cytosol
BCAS4	Cytosol
BCAT1	Cytosol
BCAT2	Mitochondria
BCCIP	Cytosol
BCDIN3D	Cytosol
BCHE	Unclassified
BCKDHB	Mitochondria
BCKDK	Mitochondria
BCL10	Cytosol
BCL11A	Nuclear
BCL2	Unclassified
BCL2L1	Mitochondria
BCL2L11	Secretory
BCL2L12	Secretory
BCL2L13	Mitochondria
BCL3	Cytosol
BCL6	Unclassified
BCL7A	Nuclear
BCL7B	Unclassified
BCL7C	Nuclear
BCL9	Nuclear
BCL9L	Nuclear
BCLAF1	Nuclear
BCOR	Nuclear
BCORL1	Nuclear
BCR	Cytosol
BCS1L	Mitochondria
BDH1	Mitochondria
BDH2	Cytosol
BDP1	Nuclear
BECN1	Cytosol
BEND3	Nuclear
BET1	Secretory
BET1L	Secretory
BFAR	Secretory
BGN	Cytosol
BHLHE40	Nuclear
BHMT2	Cytosol
BICD1	Cytosol
BICD2	Cytosol
BID	Cytosol
BIN1	Cytosol
BIN3	Cytosol
BIRC2	Cytosol
BIRC5	Nuclear
BIRC6	Cytosol
BLK	Secretory
BLM	Nuclear
BLMH	Cytosol
BLOC1S1	Cytosol
BLOC1S2	Cytosol
BLOC1S3	Cytosol
BLOC1S4	Cytosol
BLOC1S5	Cytosol
BLOC1S6	Cytosol
BLVRA	Cytosol
BLVRB	Cytosol
BLZF1	Secretory
BMF	Cytosol
BMP2K	Secretory
BMP3	Secretory
BMP6	Unclassified
BMP7	Unclassified
BMPR1A	Secretory
BMPR1B	Secretory
BMPR2	Secretory
BMS1	Nuclear
BNIP1	Secretory
BNIP2	Cytosol
BNIP3	Mitochondria
BNIP3L	Unclassified
BNIPL	Cytosol
BOD1	Cytosol
BOD1L1	Nuclear
BOK	Secretory
BOLA1	Cytosol
BOLA3	Mitochondria
BOP1	Nuclear
BORA	Cytosol
BPGM	Cytosol
BPHL	Mitochondria
BPIFA1	Unclassified
BPIFB1	Cytosol
BPNT1	Cytosol
BPTF	Nuclear
BRAF	Cytosol
BRAP	Cytosol
BRAT1	Cytosol
BRCA1	Nuclear
BRCA2	Nuclear
BRCC3	Cytosol
BRD1	Nuclear
BRD2	Nuclear
BRD3	Nuclear
BRD4	Nuclear
BRD7	Nuclear
BRD8	Nuclear
BRD9	Nuclear
BRE	Cytosol
BRF1	Unclassified
BRF2	Secretory
BRI3	Unclassified
BRI3BP	Secretory
BRIP1	Cytosol
BRIX1	Nuclear
BRK1	Cytosol
BRMS1	Nuclear
BRMS1L	Nuclear
BROX	Cytosol
BRPF1	Nuclear
BRPF3	Nuclear
BRWD1	Nuclear
BRWD3	Nuclear
BSCL2	Secretory
BSDC1	Cytosol
BSG	Secretory
BSPRY	Secretory
BST1	Cytosol
BST2	Unclassified
BTAF1	Nuclear
BTBD1	Nuclear
BTBD10	Cytosol
BTBD11	Cytosol
BTBD2	Unclassified
BTBD3	Unclassified
BTBD6	Secretory
BTBD7	Cytosol
BTBD8	Secretory
BTBD9	Secretory
BTD	Nuclear
BTF3	Cytosol
BTF3L4	Cytosol
BTG1	Cytosol
BTG3	Secretory
BTN2A1	Secretory
BTN3A1	Secretory
BTRC	Cytosol
BUB1	Cytosol
BUB1B	Cytosol
BUB3	Nuclear
BUD13	Nuclear
BUD31	Cytosol
BYSL	Nuclear
BZW1	Cytosol
BZW2	Cytosol
C10orf118	Cytosol
C10orf12	Nuclear
C10orf2	Secretory
C10orf35	Secretory
C10orf54	Secretory
C10orf76	Cytosol
C10orf88	Cytosol
C11orf30	Nuclear
C11orf31	Nuclear
C11orf48	Nuclear
C11orf49	Cytosol
C11orf52	Secretory
C11orf54	Cytosol
C11orf57	Nuclear
C11orf58	Cytosol
C11orf63	Cytosol
C11orf65	Unclassified
C11orf68	Cytosol
C11orf73	Cytosol
C11orf74	Cytosol
C11orf83	Mitochondria
C11orf84	Nuclear
C12orf10	Cytosol
C12orf23	Cytosol
C12orf29	Cytosol
C12orf4	Cytosol
C12orf43	Nuclear
C12orf44	Cytosol
C12orf45	Cytosol
C12orf49	Secretory
C12orf5	Cytosol
C12orf57	Cytosol
C12orf60	Cytosol
C12orf65	Secretory
C12orf66	Cytosol
C12orf73	Mitochondria
C14orf1	Secretory
C14orf119	Cytosol
C14orf142	Cytosol
C14orf159	Mitochondria
C14orf166	Nuclear
C14orf2	Mitochondria
C14orf80	Cytosol
C14orf93	Nuclear
C15orf39	Nuclear
C15orf40	Cytosol
C15orf41	Cytosol
C15orf48	Mitochondria
C15orf52	Nuclear
C15orf57	Cytosol
C15orf61	Mitochondria
C15orf62	Secretory
C16orf13	Cytosol
C16orf58	Secretory
C16orf59	Nuclear
C16orf62	Cytosol
C16orf70	Cytosol
C16orf72	Nuclear
C16orf74	Secretory
C16orf80	Cytosol
C16orf87	Nuclear
C16orf91	Mitochondria
C17orf103	Cytosol
C17orf104	Secretory
C17orf112	Unclassified
C17orf49	Nuclear
C17orf53	Cytosol
C17orf59	Secretory
C17orf62	Secretory
C17orf75	Cytosol
C17orf80	Mitochondria
C17orf85	Nuclear
C17orf96	Nuclear
C17orf97	Nuclear
C18orf21	Nuclear
C18orf25	Nuclear
C18orf32	Secretory
C18orf8	Cytosol
C19orf10	Nuclear
C19orf12	Cytosol
C19orf25	Secretory
C19orf26	Unclassified
C19orf33	Cytosol
C19orf43	Cytosol
C19orf47	Nuclear
C19orf52	Mitochondria
C19orf53	Nuclear
C19orf54	Cytosol
C19orf57	Nuclear
C19orf60	Cytosol
C19orf66	Cytosol
C19orf68	Nuclear
C19orf70	Mitochondria
C1D	Nuclear
C1GALT1	Secretory
C1GALT1C1	Secretory
C1orf106	Cytosol
C1orf109	Cytosol
C1orf112	Unclassified
C1orf116	Cytosol
C1orf122	Cytosol
C1orf123	Cytosol
C1orf131	Nuclear
C1orf159	Secretory
C1orf167	Cytosol
C1orf172	Secretory
C1orf174	Nuclear
C1orf198	Cytosol
C1orf21	Secretory
C1orf210	Secretory
C1orf226	Mitochondria
C1orf233	Secretory
C1orf27	Secretory
C1orf35	Nuclear
C1orf43	Secretory
C1orf50	Cytosol
C1orf52	Cytosol
C1orf53	Nuclear
C1orf85	Unclassified
C1orf86	Cytosol
C1QA	Unclassified
C1QBP	Mitochondria
C1QTNF6	Unclassified
C1R	Cytosol
C1RL	Nuclear
C1S	Cytosol
C20orf24	Secretory
C20orf27	Cytosol
C21orf2	Cytosol
C21orf33	Mitochondria
C21orf91	Cytosol
C22orf29	Cytosol
C22orf39	Mitochondria
C2CD2	Secretory
C2CD2L	Secretory
C2CD3	Secretory
C2CD4A	Secretory
C2CD4C	Cytosol
C2CD5	Unclassified
C2orf42	Secretory
C2orf43	Secretory
C2orf44	Cytosol
C2orf47	Mitochondria
C2orf49	Nuclear
C2orf54	Cytosol
C2orf69	Cytosol
C2orf74	Cytosol
C2orf76	Cytosol
C2orf80	Cytosol
C3	Cytosol
C3orf17	Nuclear
C3orf33	Mitochondria
C3orf38	Cytosol
C3orf52	Secretory
C3orf58	Secretory
C4BPA	Secretory
C4BPB	Secretory
C4orf19	Cytosol
C4orf21	Cytosol
C4orf27	Cytosol
C4orf29	Mitochondria
C4orf3	Secretory
C4orf32	Secretory
C4orf33	Cytosol
C4orf46	Cytosol
C4orf48	Unclassified
C5	Unclassified
C5orf15	Secretory
C5orf22	Cytosol
C5orf24	Nuclear
C5orf30	Cytosol
C5orf34	Cytosol
C5orf42	Cytosol
C5orf45	Cytosol
C5orf51	Cytosol
C5orf54	Cytosol
C5orf63	Unclassified
C6	Unclassified
C6orf106	Cytosol
C6orf120	Secretory
C6orf132	Nuclear
C6orf203	Mitochondria
C6orf211	Cytosol
C6orf47	Secretory
