Protein	Localization
TOLLIP	Cytosol
TPD52	Cytosol
TRAPPC2L	Cytosol
TRAPPC3	Cytosol
TRAPPC4	Cytosol
TRIM26	Cytosol
TRIO	Cytosol
TRMT12	Cytosol
TRPC4AP	Cytosol
TSC2	Cytosol
TSG101	Cytosol
TTC12	Cytosol
TTC26	Cytosol
TTC37	Cytosol
TTF2	Cytosol
TTI1	Cytosol
TTI2	Cytosol
TUBG1	Cytosol
TUBGCP2	Cytosol
TUBGCP4	Cytosol
TUBGCP5	Cytosol
TUBGCP6	Cytosol
TXNL4B	Cytosol
TYMP	Cytosol
UBE2D2	Cytosol
UBE2Q1	Cytosol
UBE2W	Cytosol
UBR4	Cytosol
UHRF1BP1	Cytosol
ULK3	Cytosol
URGCP	Cytosol
USP21	Cytosol
USP32	Cytosol
USP40	Cytosol
USP45	Cytosol
WDFY3	Cytosol
WDR34	Cytosol
WDR37	Cytosol
WDR41	Cytosol
WDR6	Cytosol
WDR62	Cytosol
WIPI2	Cytosol
VPS33A	Cytosol
WWC2	Cytosol
ZFYVE1	Cytosol
ZNF395	Cytosol
ZNHIT2	Cytosol
ZSWIM8	Cytosol
ZYG11B	Cytosol
ZZEF1	Cytosol
SEPT10	Cytosol
ABCF1	Cytosol
ABL1	Cytosol
AHR	Cytosol
AKAP13	Cytosol
AKAP9	Cytosol
ANKHD1	Cytosol
ANKRD50	Cytosol
ARCN1	Cytosol
ASB8	Cytosol
ATXN2	Cytosol
BAG1	Cytosol
BICD1	Cytosol
CCNB1	Cytosol
CCNJ	Cytosol
CDC20	Cytosol
CEP170B	Cytosol
CLTA	Cytosol
CLTB	Cytosol
CLTC	Cytosol
COPG1	Cytosol
DEF8	Cytosol
DNA2	Cytosol
EDRF1	Cytosol
EIF2A	Cytosol
EIF3I	Cytosol
EIF4A2	Cytosol
FAM102A	Cytosol
FCHSD2	Cytosol
FGFR1OP	Cytosol
FHIT	Cytosol
GGA1	Cytosol
GGA2	Cytosol
GGA3	Cytosol
GIGYF1	Cytosol
GIT2	Cytosol
GREB1	Cytosol
HMMR	Cytosol
IFT140	Cytosol
IPPK	Cytosol
ITPKB	Cytosol
JMY	Cytosol
KBTBD8	Cytosol
KCTD3	Cytosol
KPNA3	Cytosol
LNX2	Cytosol
MIB2	Cytosol
MYH10	Cytosol
MYL6	Cytosol
OBFC1	Cytosol
PARD6B	Cytosol
PDE4DIP	Cytosol
PLEKHG4	Cytosol
POTEF	Cytosol
PSMB6	Cytosol
RSPH1	Cytosol
SAMD15	Cytosol
SDCCAG8	Cytosol
SEC16A	Cytosol
SEC24D	Cytosol
SNX27	Cytosol
SNX3	Cytosol
SRP68	Cytosol
SRP72	Cytosol
STRN	Cytosol
STRN4	Cytosol
TAX1BP1	Cytosol
TBC1D5	Cytosol
TEC	Cytosol
TRIM2	Cytosol
URI1	Cytosol
VPS11	Cytosol
VPS16	Cytosol
VPS18	Cytosol
YTHDF3	Cytosol
ZRANB1	Cytosol
ACAP2	Cytosol
AHSA1	Cytosol
ARFGAP2	Cytosol
ARFGAP3	Cytosol
ARFGEF1	Cytosol
ARHGAP35	Cytosol
ARHGEF10L	Cytosol
ARMC6	Cytosol
ARMC9	Cytosol
ATG2B	Cytosol
ATG5	Cytosol
BCAS3	Cytosol
BZW2	Cytosol
C7orf25	Cytosol
CARD14	Cytosol
CDAN1	Cytosol
CDC123	Cytosol
CEP41	Cytosol
CHKA	Cytosol
CHM	Cytosol
CHUK	Cytosol
CTU2	Cytosol
DCLK1	Cytosol
DDX58	Cytosol
DIAPH1	Cytosol
DIAPH2	Cytosol
DNM1	Cytosol
DNM2	Cytosol
DPH6	Cytosol
ELP4	Cytosol
ETF1	Cytosol
FAM105B	Cytosol
FAM129B	Cytosol
FBXL16	Cytosol
FBXO9	Cytosol
FUK	Cytosol
GAPVD1	Cytosol
GAREM	Cytosol
GCN1L1	Cytosol
GLMN	Cytosol
GPN1	Cytosol
HEATR6	Cytosol
IKBKAP	Cytosol
INPPL1	Cytosol
IPO4	Cytosol
IRAK1	Cytosol
IRAK4	Cytosol
KIAA1279	Cytosol
KIF11	Cytosol
KIF5C	Cytosol
KIFAP3	Cytosol
KLC2	Cytosol
LPIN3	Cytosol
LRRC58	Cytosol
LRSAM1	Cytosol
LYPLA2	Cytosol
MALT1	Cytosol
MAP3K4	Cytosol
MAP3K7	Cytosol
MICAL1	Cytosol
MSTO1	Cytosol
N6AMT2	Cytosol
NFATC2	Cytosol
NFKB1	Cytosol
NFKB2	Cytosol
OSBPL2	Cytosol
OXR1	Cytosol
OXSR1	Cytosol
PCTP	Cytosol
PDPK1	Cytosol
PHGDH	Cytosol
PI4KB	Cytosol
PIK3R1	Cytosol
PITPNB	Cytosol
PMVK	Cytosol
PPP2R5D	Cytosol
PPP3CB	Cytosol
PPP4R1	Cytosol
PREX1	Cytosol
PRUNE	Cytosol
RABGAP1L	Cytosol
RAP1GAP	Cytosol
RAPH1	Cytosol
RASA1	Cytosol
RBCK1	Cytosol
REL	Cytosol
RELB	Cytosol
RHEB	Cytosol
RIPK2	Cytosol
RNASEL	Cytosol
RPS6KA1	Cytosol
RWDD2B	Cytosol
SASH1	Cytosol
SH3BP1	Cytosol
SH3GLB2	Cytosol
SKA1	Cytosol
SKA2	Cytosol
SOS1	Cytosol
SRR	Cytosol
STAT1	Cytosol
STK39	Cytosol
SULT2B1	Cytosol
TBC1D16	Cytosol
TBC1D2	Cytosol
TBC1D2B	Cytosol
TLN1	Cytosol
TMEM102	Cytosol
TNIP1	Cytosol
TRIM47	Cytosol
TRIP6	Cytosol
TTC27	Cytosol
TUBA1C	Cytosol
UBE3B	Cytosol
USP24	Cytosol
VIPAS39	Cytosol
VTA1	Cytosol
ZC3H12A	Cytosol
AACS	Cytosol
AAMDC	Cytosol
AARS	Cytosol
ABRACL	Cytosol
ACBD7	Cytosol
ACOT11	Cytosol
AFP	Cytosol
ALDH1A3	Cytosol
ALDOC	Cytosol
ANXA5	Cytosol
ANXA6	Cytosol
ARHGDIA	Cytosol
ATG4A	Cytosol
ATG7	Cytosol
ATIC	Cytosol
C14orf119	Cytosol
C16orf70	Cytosol
C1orf123	Cytosol
CAP1	Cytosol
CAP2	Cytosol
CAPN1	Cytosol
CAPN2	Cytosol
CAPN7	Cytosol
CBL	Cytosol
CBS	Cytosol
CCDC43	Cytosol
CDC37L1	Cytosol
CMPK1	Cytosol
COTL1	Cytosol
CPPED1	Cytosol
CRLF3	Cytosol
CRTC1	Cytosol
CSK	Cytosol
CSTB	Cytosol
DBI	Cytosol
DBNL	Cytosol
DPYD	Cytosol
DRG2	Cytosol
EEF1A1	Cytosol
EEF1A2	Cytosol
EEF2	Cytosol
EEF2K	Cytosol
ENO3	Cytosol
FAH	Cytosol
FBP1	Cytosol
FBXW2	Cytosol
FCHSD1	Cytosol
FKBP1A	Cytosol
G6PD	Cytosol
GART	Cytosol
GCLC	Cytosol
GDI1	Cytosol
GDI2	Cytosol
GFPT1	Cytosol
GGACT	Cytosol
GGCT	Cytosol
GLCCI1	Cytosol
GOT1	Cytosol
GSTM3	Cytosol
HARS	Cytosol
HS1BP3	Cytosol
HSPB1	Cytosol
IFIH1	Cytosol
IKBKG	Cytosol
IRF3	Cytosol
LZTFL1	Cytosol
MAP2K1	Cytosol
ME1	Cytosol
METTL2B	Cytosol
MTPN	Cytosol
NADSYN1	Cytosol
NME1-NME2	Cytosol
NRBP1	Cytosol
NRD1	Cytosol
NSMAF	Cytosol
NT5C2	Cytosol
NUDT1	Cytosol
NUDT15	Cytosol
NUTF2	Cytosol
OLA1	Cytosol
PAICS	Cytosol
PDCL	Cytosol
PDE5A	Cytosol
PGD	Cytosol
PKM	Cytosol
PLCG2	Cytosol
PPAT	Cytosol
PRDX6	Cytosol
PXN	Cytosol
PYCARD	Cytosol
RABGGTA	Cytosol
RABGGTB	Cytosol
RANBP1	Cytosol
RAP1GDS1	Cytosol
RRM1	Cytosol
S100P	Cytosol
SCRN1	Cytosol
SERPINB8	Cytosol
SMAP1	Cytosol
SMAP2	Cytosol
SMYD5	Cytosol
ST13	Cytosol
STARD5	Cytosol
STMN2	Cytosol
TAGLN2	Cytosol
TARS	Cytosol
TBCD	Cytosol
TES	Cytosol
TGM2	Cytosol
THNSL2	Cytosol
THUMPD3	Cytosol
TPT1	Cytosol
TSC22D2	Cytosol
TUBA4A	Cytosol
TUBB4B	Cytosol
UBE2O	Cytosol
UGP2	Cytosol
USP47	Cytosol
WARS	Cytosol
VPS37B	Cytosol
ACAT2	Cytosol
ACSS2	Cytosol
ADAP1	Cytosol
ADSSL1	Cytosol
AKR1C2	Cytosol
ANXA1	Cytosol
ARPP19	Cytosol
ASPSCR1	Cytosol
ATE1	Cytosol
BDH2	Cytosol
BLVRB	Cytosol
BTF3	Cytosol
BTF3L4	Cytosol
C10orf118	Cytosol
C12orf10	Cytosol
C14orf142	Cytosol
C1orf122	Cytosol
C3orf83	Cytosol
CASP7	Cytosol
CAST	Cytosol
CCDC25	Cytosol
CCDC6	Cytosol
CDC37	Cytosol
CHMP1A	Cytosol
CHMP1B	Cytosol
CHMP3	Cytosol
CIAPIN1	Cytosol
CLNS1A	Cytosol
CNOT4	Cytosol
CORO1A	Cytosol
CORO1B	Cytosol
CRTC2	Cytosol
CSRP2	Cytosol
CUEDC2	Cytosol
CUTA	Cytosol
DAK	Cytosol
DAP	Cytosol
DCAF16	Cytosol
DDAH1	Cytosol
DFFA	Cytosol
DNAJB1	Cytosol
DNAJC2	Cytosol
DNAL1	Cytosol
DOHH	Cytosol
DPH7	Cytosol
DTD1	Cytosol
EEF1B2	Cytosol
EGLN1	Cytosol
EIF4B	Cytosol
EIF4H	Cytosol
EIF5	Cytosol
EIF5A	Cytosol
ENY2	Cytosol
FAM175B	Cytosol
FBLIM1	Cytosol
FDPS	Cytosol
FKBP3	Cytosol
FKBP4	Cytosol
FLNA	Cytosol
FLNB	Cytosol
FN3K	Cytosol
GALK1	Cytosol
GBE1	Cytosol
GBP2	Cytosol
GIPC3	Cytosol
GLO1	Cytosol
GLOD4	Cytosol
GLRX3	Cytosol
GPCPD1	Cytosol
GRB2	Cytosol
GRIPAP1	Cytosol
HDHD1	Cytosol
HINT1	Cytosol
HNMT	Cytosol
HSP90AA1	Cytosol
HSPA14	Cytosol
HSPA4	Cytosol
HSPA4L	Cytosol
HSPH1	Cytosol
IAH1	Cytosol
LRRC47	Cytosol
MAP1B	Cytosol
MAP4	Cytosol
MAPK12	Cytosol
MAT2A	Cytosol
MAT2B	Cytosol
MB	Cytosol
MEMO1	Cytosol
MGMT	Cytosol
MRI1	Cytosol
MVD	Cytosol
MYEOV2	Cytosol
NAA10	Cytosol
NACA	Cytosol
NAE1	Cytosol
NAMPT	Cytosol
NANS	Cytosol
NAPRT1	Cytosol
NCOA7	Cytosol
NME1	Cytosol
NSFL1C	Cytosol
NTAN1	Cytosol
OGFR	Cytosol
PAFAH1B2	Cytosol
PAPSS2	Cytosol
PARK7	Cytosol
PBDC1	Cytosol
PDAP1	Cytosol
PDLIM1	Cytosol
PDXK	Cytosol
PFAS	Cytosol
PFDN1	Cytosol
PFDN2	Cytosol
PGM2	Cytosol
PIN1	Cytosol
PNPO	Cytosol
PPM1A	Cytosol
PPME1	Cytosol
PPP1R14B	Cytosol
PSMG3	Cytosol
PSMG4	Cytosol
PTGES3	Cytosol
PYROXD1	Cytosol
QDPR	Cytosol
RAD23A	Cytosol
RAD23B	Cytosol
RCHY1	Cytosol
RNF114	Cytosol
S100A13	Cytosol
SAT2	Cytosol
SBDS	Cytosol
SETD7	Cytosol
SGTA	Cytosol
SH3D19	Cytosol
SRA1	Cytosol
SSNA1	Cytosol
STAMBP	Cytosol
TACC2	Cytosol
TAGLN	Cytosol
TBCB	Cytosol
TJAP1	Cytosol
TPM1	Cytosol
TPM3	Cytosol
TPM4	Cytosol
TRIM44	Cytosol
TRIM65	Cytosol
TSNAX	Cytosol
TSTA3	Cytosol
TTC9C	Cytosol
TXLNA	Cytosol
TXLNG	Cytosol
UBA1	Cytosol
UBAP2	Cytosol
UBE2A	Cytosol
UBE2G1	Cytosol
UBE2L3	Cytosol
UBE3A	Cytosol
UBFD1	Cytosol
UBL7	Cytosol
UCHL3	Cytosol
UGDH	Cytosol
UROD	Cytosol
USP5	Cytosol
WASH4P	Cytosol
VBP1	Cytosol
VCPKMT	Cytosol
WDYHV1	Cytosol
VHL	Cytosol
WWTR1	Cytosol
YAP1	Cytosol
ZFAND2B	Cytosol
ZNF428	Cytosol
SEPT2	Cytosol
SEPT3	Cytosol
SEPT5	Cytosol
SEPT6	Cytosol
SEPT7	Cytosol
SEPT8	Cytosol
SEPT9	Cytosol
SEPT11	Cytosol
A1BG	Cytosol
AAGAB	Cytosol
AAK1	Cytosol
AAMP	Cytosol
AAR2	Cytosol
AARSD1	Cytosol
AASDHPPT	Cytosol
ABCA7	Cytosol
ABCB4	Cytosol
ABCE1	Cytosol
ABCF2	Cytosol
ABCF3	Cytosol
ABHD14B	Cytosol
ABHD4	Cytosol
ABI1	Cytosol
ABI2	Cytosol
ABL2	Cytosol
ABLIM2	Cytosol
ABTB2	Cytosol
ACACA	Cytosol
ACAP3	Cytosol
ACBD3	Cytosol
ACBD6	Cytosol
ACCS	Cytosol
ACD	Cytosol
ACLY	Cytosol
ACO1	Cytosol
ACOT4	Cytosol
ACOT7	Cytosol
ACP1	Cytosol
ACTA1	Cytosol
ACTB	Cytosol
ACTBL2	Cytosol
ACTG1	Cytosol
ACTL6A	Cytosol
ACTN2	Cytosol
ACTN3	Cytosol
ACTR10	Cytosol
ACTR1B	Cytosol
ACTR3B	Cytosol
ACY1	Cytosol
ACYP1	Cytosol
ACYP2	Cytosol
ADA	Cytosol
ADAL	Cytosol
ADAT3	Cytosol
ADCY10	Cytosol
ADD1	Cytosol
ADD3	Cytosol
ADH5	Cytosol
ADI1	Cytosol
ADIRF	Cytosol
ADK	Cytosol
ADO	Cytosol
ADPRHL2	Cytosol
ADRBK1	Cytosol
ADRM1	Cytosol
ADSL	Cytosol
ADSS	Cytosol
AFAP1L2	Cytosol
AFF3	Cytosol
AFM	Cytosol
AFTPH	Cytosol
AGAP1	Cytosol
AGAP2	Cytosol
AGAP3	Cytosol
AGFG1	Cytosol
AGFG2	Cytosol
AGL	Cytosol
AHCY	Cytosol
AHCYL1	Cytosol
AHCYL2	Cytosol
AHI1	Cytosol
AHSG	Cytosol
AIDA	Cytosol
AIF1L	Cytosol
AIMP1	Cytosol
AIMP2	Cytosol
AIP	Cytosol
AJUBA	Cytosol
AK1	Cytosol
AKAP10	Cytosol
AKAP12	Cytosol
AKR1A1	Cytosol
AKR1B10	Cytosol
AKR1C3	Cytosol
AKR7A2	Cytosol
AKT1	Cytosol
AKT1S1	Cytosol
AKT2	Cytosol
AKTIP	Cytosol
ALAD	Cytosol
ALB	Cytosol
ALDH16A1	Cytosol
ALDH3A1	Cytosol
ALDH7A1	Cytosol
ALDOA	Cytosol
ALG13	Cytosol
ALKBH3	Cytosol
ALKBH4	Cytosol
ALKBH6	Cytosol
ALKBH8	Cytosol
ALMS1	Cytosol
ALOXE3	Cytosol
ALS2CL	Cytosol
AMD1	Cytosol
AMDHD2	Cytosol
AMMECR1	Cytosol
AMOTL2	Cytosol
AMPD2	Cytosol
AMPD3	Cytosol
AMZ1	Cytosol
AMZ2	Cytosol
ANAPC1	Cytosol
ANAPC11	Cytosol
ANAPC15	Cytosol
ANAPC16	Cytosol
ANAPC2	Cytosol
ANAPC4	Cytosol
ANAPC5	Cytosol
ANK1	Cytosol
ANK2	Cytosol
ANK3	Cytosol
ANKFY1	Cytosol
ANKRA2	Cytosol
ANKRD13A	Cytosol
ANKRD13B	Cytosol
ANKRD13D	Cytosol
ANKRD16	Cytosol
ANKRD17	Cytosol
ANKRD26	Cytosol
ANKRD36C	Cytosol
ANKRD39	Cytosol
ANKRD40	Cytosol
ANKRD49	Cytosol
ANKRD52	Cytosol
ANKRD54	Cytosol
ANKRD9	Cytosol
ANKS1A	Cytosol
ANKS6	Cytosol
ANKZF1	Cytosol
ANXA11	Cytosol
ANXA2	Cytosol
ANXA3	Cytosol
ANXA4	Cytosol
AP1B1	Cytosol
AP1S2	Cytosol
AP1S3	Cytosol
AP3B2	Cytosol
AP3M2	Cytosol
AP3S2	Cytosol
AP4B1	Cytosol
AP4M1	Cytosol
AP4S1	Cytosol
AP5B1	Cytosol
AP5M1	Cytosol
AP5S1	Cytosol
AP5Z1	Cytosol
APAF1	Cytosol
APBA1	Cytosol
APBA2	Cytosol
APBB2	Cytosol
APC	Cytosol
APCS	Cytosol
APEH	Cytosol
APEX2	Cytosol
APIP	Cytosol
APOA1	Cytosol
APOA2	Cytosol
APOA4	Cytosol
APOB	Cytosol
APOH	Cytosol
APPBP2	Cytosol
APPL2	Cytosol
APRT	Cytosol
AR	Cytosol
ARAF	Cytosol
ARAP1	Cytosol
ARAP2	Cytosol
ARF4	Cytosol
ARF5	Cytosol
ARFGAP1	Cytosol
ARFGEF2	Cytosol
ARFIP1	Cytosol
ARFIP2	Cytosol
ARHGAP1	Cytosol
ARHGAP10	Cytosol
ARHGAP12	Cytosol
ARHGAP17	Cytosol
ARHGAP18	Cytosol
ARHGAP24	Cytosol
ARHGAP26	Cytosol
ARHGAP29	Cytosol
ARHGAP44	Cytosol
ARHGAP5	Cytosol
ARHGDIB	Cytosol
ARHGEF1	Cytosol
ARHGEF10	Cytosol
ARHGEF11	Cytosol
ARHGEF12	Cytosol
ARHGEF16	Cytosol
ARHGEF19	Cytosol
ARHGEF2	Cytosol
ARHGEF28	Cytosol
ARHGEF35	Cytosol
ARHGEF7	Cytosol
ARIH1	Cytosol
ARIH2	Cytosol
ARL14EP	Cytosol
ARL2	Cytosol
ARL2BP	Cytosol
ARL3	Cytosol
ARMC7	Cytosol
ARMC8	Cytosol
ARMCX5	Cytosol
ARPC1A	Cytosol
ARPC3	Cytosol
ARPC5	Cytosol
ARR3	Cytosol
ARRB1	Cytosol
ARRB2	Cytosol
AS3MT	Cytosol
ASB1	Cytosol
ASB13	Cytosol
ASB6	Cytosol
ASB9	Cytosol
ASCC1	Cytosol
ASCC2	Cytosol
ASCC3	Cytosol
ASL	Cytosol
ASMTL	Cytosol
ASNA1	Cytosol
ASNS	Cytosol
ASNSD1	Cytosol
ASRGL1	Cytosol
ASS1	Cytosol
ATAT1	Cytosol
ATG10	Cytosol
ATG12	Cytosol
ATG13	Cytosol
ATG14	Cytosol
ATG16L1	Cytosol
ATG2A	Cytosol
ATG3	Cytosol
ATG4B	Cytosol
ATG4C	Cytosol
ATHL1	Cytosol
ATOX1	Cytosol
ATP4A	Cytosol
ATP6V1B1	Cytosol
ATP6V1B2	Cytosol
ATP6V1D	Cytosol
ATP6V1G1	Cytosol
ATP6V1H	Cytosol
ATXN10	Cytosol
ATXN2L	Cytosol
ATXN3	Cytosol
ATXN7	Cytosol
ATXN7L3B	Cytosol
AURKA	Cytosol
AXIN1	Cytosol
AZGP1	Cytosol
AZI2	Cytosol
AZIN1	Cytosol
B3GNTL1	Cytosol
BABAM1	Cytosol
BACH1	Cytosol
BAG3	Cytosol
BAG4	Cytosol
BAG5	Cytosol
BAG6	Cytosol
BAIAP2L1	Cytosol
BBS2	Cytosol
BBS9	Cytosol
BCAR1	Cytosol
BCAS1	Cytosol
BCAS4	Cytosol
BCDIN3D	Cytosol
BCL10	Cytosol
BCL3	Cytosol
BECN1	Cytosol
BICD2	Cytosol
BID	Cytosol
BIN1	Cytosol
BIRC2	Cytosol
BLMH	Cytosol
BLOC1S2	Cytosol
BLOC1S3	Cytosol
BLOC1S4	Cytosol
BLOC1S5	Cytosol
BLOC1S6	Cytosol
BLVRA	Cytosol
BMPER	Cytosol
BNIP2	Cytosol
BOD1	Cytosol
BOLA1	Cytosol
BORA	Cytosol
BPGM	Cytosol
BPNT1	Cytosol
BRAF	Cytosol
BRAP	Cytosol
BRAT1	Cytosol
BRCC3	Cytosol
BRE	Cytosol
BRIP1	Cytosol
BRK1	Cytosol
BROX	Cytosol
BRSK2	Cytosol
BSDC1	Cytosol
BTBD7	Cytosol
BTG1	Cytosol
BUB1	Cytosol
BUB1B	Cytosol
BZW1	Cytosol
C10orf76	Cytosol
C10orf88	Cytosol
C11orf49	Cytosol
C11orf54	Cytosol
C11orf68	Cytosol
C11orf73	Cytosol
C11orf74	Cytosol
C12orf23	Cytosol
C12orf29	Cytosol
C12orf4	Cytosol
C12orf44	Cytosol
C12orf5	Cytosol
C12orf57	Cytosol
C12orf66	Cytosol
C14orf79	Cytosol
C14orf80	Cytosol
C15orf40	Cytosol
C15orf41	Cytosol
C15orf57	Cytosol
C16orf13	Cytosol
C16orf62	Cytosol
C16orf72	Cytosol
C16orf96	Cytosol
C17orf103	Cytosol
C17orf53	Cytosol
C17orf70	Cytosol
C17orf75	Cytosol
C18orf8	Cytosol
C19orf54	Cytosol
C19orf55	Cytosol
C19orf60	Cytosol
C19orf66	Cytosol
C1orf106	Cytosol
C1orf109	Cytosol
