Protein	Localization
ALG9	Secretory
ALK	Secretory
ALKBH2	Nucleus
ALKBH5	Nucleus
ALKBH7	Mitochondria
ALOX12B	Cytosol
ALOXE3	Cytosol
ALPI	Secretory
ALPK2	Nucleus
ALPK3	Nucleus
ALPL	Secretory
ALPP	Secretory
ALPPL2	Secretory
ALS2CL	Cytosol
ALX1	Nucleus
ALX3	Nucleus
ALX4	Nucleus
AMD1	Cytosol
AMDHD1	Cytosol
AMDHD2	Nucleus
AMER2	Secretory
AMER3	Secretory
AMFR	Secretory
AMHR2	Secretory
AMOTL1	Cytosol
AMOTL2	Secretory
AMPD1	Cytosol
AMPD2	Cytosol
AMPD3	Cytosol
AMT	Mitochondria
ANAPC13	Nucleus
ANHX	Nucleus
ANKFY1	Secretory
ANKH	Secretory
ANKHD1	Cytosol
ANKIB1	Cytosol
ANKLE2	Secretory
ANKMY2	Cytosol
ANKRD1	Nucleus
ANKRD11	Nucleus
ANKRD12	Nucleus
ANKRD13A	Secretory
ANKRD13B	Secretory
ANKRD13D	Secretory
ANKRD20A1	Secretory
ANKRD26	Cytosol
ANKRD28	Nucleus
ANKRD30A	Nucleus
ANKRD49	Nucleus
ANKRD50	Secretory
ANKS1A	Cytosol
ANKS6	Cytosol
ANO10	Secretory
ANO2	Secretory
ANO3	Secretory
ANO4	Secretory
ANO6	Secretory
ANO8	Secretory
ANO9	Secretory
ANTXR1	Secretory
ANXA10	Mitochondria
ANXA13	Secretory
AOC3	Secretory
AOPEP	Cytosol
AOX1	Cytosol
AP5B1	Secretory
APAF1	Cytosol
APBB1IP	Cytosol
APCDD1	Secretory
APEH	Cytosol
APIP	Cytosol
APLNR	Secretory
APOBEC1	Cytosol
APOBEC3B	Nucleus
APOBEC3D	Cytosol
APOBEC3F	Cytosol
APOBR	Secretory
APOC1	Secretory
APOL2	Cytosol
APOL3	Cytosol
APOL5	Cytosol
APOL6	Cytosol
APOLD1	Secretory
APOOL	Mitochondria
APOPT1	Mitochondria
APRT	Cytosol
AQP1	Secretory
AQP10	Secretory
AQP3	Secretory
AQP5	Secretory
AQP8	Secretory
AQR	Nucleus
ARAF	Cytosol
ARAP2	Cytosol
AREL1	Cytosol
ARF4	Secretory
ARFRP1	Secretory
ARG1	Cytosol
ARG2	Mitochondria
ARGFX	Nucleus
ARHGAP1	Cytosol
ARHGAP11A	Cytosol
ARHGAP11B	Cytosol
ARHGAP12	Cytosol
ARHGAP18	Cytosol
ARHGAP19	Nucleus
ARHGAP20	Cytosol
ARHGAP23	Cytosol
ARHGAP24	Cytosol
ARHGAP25	Cytosol
ARHGAP26	Cytosol
ARHGAP29	Cytosol
ARHGAP31	Cytosol
ARHGAP36	Cytosol
ARHGAP39	Nucleus
ARHGAP40	Cytosol
ARHGAP6	Cytosol
ARHGAP8	Cytosol
ARHGAP9	Cytosol
ARHGDIA	Cytosol
ARHGDIB	Cytosol
ARHGDIG	Cytosol
ARHGEF10	Cytosol
ARHGEF10L	Cytosol
ARHGEF15	Cytosol
ARHGEF16	Cytosol
ARHGEF17	Cytosol
ARHGEF26	Cytosol
ARHGEF3	Cytosol
ARHGEF37	Cytosol
ARHGEF38	Cytosol
ARHGEF39	Secretory
ARHGEF40	Cytosol
ARHGEF6	Cytosol
ARHGEF7	Cytosol
ARHGEF9	Cytosol
ARID1A	Nucleus
ARID1B	Nucleus
ARID2	Nucleus
ARID3B	Nucleus
ARID3C	Nucleus
ARID4A	Nucleus
ARID5A	Nucleus
ARID5B	Nucleus
ARIH1	Cytosol
ARL14EP	Cytosol
ARL17A	Secretory
ARL6IP4	Nucleus
ARL8A	Secretory
ARMC1	Mitochondria
ARMC10	Secretory
ARMC12	Nucleus
ARMC4	Cytosol
ARMC5	Cytosol
ARMC7	Cytosol
ARMCX3	Mitochondria
ARMS2	Cytosol
ARNT	Nucleus
ARNT2	Nucleus
ARNTL2	Nucleus
ARPC1A	Cytosol
ARPC1B	Cytosol
ARPC3	Cytosol
ARPC4	Cytosol
ARPC5	Cytosol
ARPC5L	Cytosol
ARPIN	Cytosol
ARPP19	Cytosol
ARPP21	Cytosol
ARSA	Secretory
ARSD	Secretory
ARSE	Secretory
ARSF	Secretory
ARSH	Secretory
ARSI	Secretory
ARSJ	Secretory
ARSK	Secretory
ART3	Secretory
ART4	Secretory
ARX	Nucleus
AS3MT	Cytosol
ASAH1	Secretory
ASAP3	Cytosol
ASB6	Cytosol
ASB8	Cytosol
ASB9	Mitochondria
ASCC1	Cytosol
ASCC2	Nucleus
ASCL1	Nucleus
ASCL2	Nucleus
ASCL3	Nucleus
ASCL4	Nucleus
ASCL5	Nucleus
ASF1A	Nucleus
ASF1B	Nucleus
ASH2L	Nucleus
ASIC1	Secretory
ASIC4	Secretory
ASIC5	Secretory
ASL	Cytosol
ASMT	Cytosol
ASMTL	Cytosol
ASNS	Cytosol
ASNSD1	Cytosol
ASRGL1	Cytosol
ASTN1	Secretory
ASTN2	Secretory
ASUN	Cytosol
ASXL1	Nucleus
ASXL2	Nucleus
ASXL3	Nucleus
ATAD2	Nucleus
ATAD2B	Nucleus
ATAD3B	Mitochondria
ATAD5	Nucleus
ATF1	Nucleus
ATF3	Nucleus
ATF7IP	Nucleus
ATF7IP2	Nucleus
ATG10	Cytosol
ATG16L2	Cytosol
ATG3	Cytosol
ATG4A	Cytosol
ATG4B	Cytosol
ATG4C	Cytosol
ATL2	Secretory
ATL3	Secretory
ATMIN	Nucleus
ATOH1	Nucleus
ATOH7	Nucleus
ATOX1	Cytosol
ATP13A1	Secretory
ATP13A2	Secretory
ATP1A2	Secretory
ATP1A3	Secretory
ATP1B1	Secretory
ATP1B2	Secretory
ATP1B3	Secretory
ATP2B1	Secretory
ATP2B3	Secretory
ATP2C1	Secretory
ATP4A	Secretory
ATP4B	Secretory
ATP5B	Mitochondria
ATP5C1	Mitochondria
ATP5D	Mitochondria
ATP5E	Mitochondria
ATP5EP2	Mitochondria
ATP5F1	Mitochondria
ATP5G1	Mitochondria
ATP5G2	Mitochondria
ATP5G3	Mitochondria
ATP5H	Mitochondria
ATP5I	Mitochondria
ATP5J	Mitochondria
ATP5J2	Mitochondria
ATP5L	Mitochondria
ATP5L2	Mitochondria
ATP5O	Mitochondria
ATP5S	Mitochondria
ATP5SL	Mitochondria
ATP6AP1	Secretory
ATP6V0A4	Secretory
ATP6V1E2	Cytosol
ATP6V1G2	Cytosol
ATPAF1	Mitochondria
ATPAF2	Mitochondria
ATPIF1	Mitochondria
ATRIP	Nucleus
ATXN2	Cytosol
ATXN3	Nucleus
ATXN3L	Nucleus
ATXN7L3	Nucleus
ATXN8	Nucleus
AUH	Mitochondria
AUP1	Secretory
AUTS2	Nucleus
AVIL	Cytosol
AVL9	Secretory
AVPR1A	Secretory
AVPR1B	Secretory
AVPR2	Secretory
AWAT1	Secretory
AWAT2	Secretory
AXIN2	Cytosol
AXL	Secretory
AZI2	Cytosol
AZIN1	Nucleus
B3GALNT1	Secretory
B3GALT1	Secretory
B3GALT2	Secretory
B3GALT4	Secretory
B3GALT5	Secretory
B3GALT6	Secretory
B3GALTL	Secretory
B3GAT1	Secretory
B3GAT2	Secretory
B3GAT3	Secretory
B3GNT1	Secretory
B3GNT2	Secretory
B3GNT3	Secretory
B3GNT4	Secretory
B3GNT5	Secretory
B3GNT6	Secretory
B3GNT7	Secretory
B3GNT8	Secretory
B3GNT9	Secretory
B4GALNT1	Secretory
B4GALNT2	Secretory
B4GALNT3	Secretory
B4GALNT4	Secretory
B4GALT2	Secretory
B4GALT3	Secretory
B4GALT4	Secretory
B4GALT5	Secretory
B4GALT6	Secretory
B4GALT7	Secretory
BAAT	Cytosol
BACH1	Nucleus
BAG2	Cytosol
BAG4	Cytosol
BAHD1	Nucleus
BAI1	Secretory
BAI2	Secretory
BAI3	Secretory
BAIAP2L1	Cytosol
BAK1	Mitochondria
BANP	Nucleus
BAP18	Nucleus
BARHL1	Nucleus
BARHL2	Nucleus
BARX1	Nucleus
BARX2	Nucleus
BATF2	Nucleus
BATF3	Nucleus
BAZ1A	Nucleus
BAZ1B	Nucleus
BAZ2B	Nucleus
BBC3	Mitochondria
BBIP1	Cytosol
BBOX1	Cytosol
BBS10	Cytosol
BBS12	Cytosol
BBX	Nucleus
BCAM	Secretory
BCAP29	Secretory
BCAS1	Cytosol
BCAS2	Nucleus
BCAS4	Cytosol
BCAT1	Cytosol
BCAT2	Mitochondria
BCCIP	Nucleus
BCDIN3D	Cytosol
BCKDHA	Mitochondria
BCKDHB	Mitochondria
BCKDK	Mitochondria
BCL11B	Nucleus
BCL2A1	Cytosol
BCL2L12	Nucleus
BCL2L2	Mitochondria
BCL6	Nucleus
BCL6B	Nucleus
BCL9	Nucleus
BCL9L	Nucleus
BCO1	Cytosol
BCO2	Mitochondria
BCOR	Nucleus
BCORL1	Nucleus
BCS1L	Mitochondria
BDH1	Mitochondria
BDH2	Cytosol
BDKRB1	Secretory
BDKRB2	Secretory
BDP1	Nucleus
BECN1P1	Cytosol
BEND3	Nucleus
BEND5	Secretory
BEND6	Nucleus
BEST1	Secretory
BEST2	Secretory
BEST3	Secretory
BEST4	Secretory
BET1L	Secretory
BEX5	Cytosol
BFAR	Secretory
BHLHA15	Nucleus
BHLHE22	Nucleus
BHLHE23	Nucleus
BHLHE41	Nucleus
BHMG1	Nucleus
BHMT	Cytosol
BHMT2	Cytosol
BICC1	Cytosol
BICD1	Secretory
BIK	Mitochondria
BIN3	Cytosol
BIRC8	Cytosol
BLID	Mitochondria
BLK	Secretory
BLM	Nucleus
BLMH	Cytosol
BLOC1S2	Cytosol
BLOC1S3	Cytosol
BLOC1S4	Cytosol
BLVRA	Cytosol
BLVRB	Cytosol
BMP1	Secretory
BMP2K	Nucleus
BMPR1B	Secretory
BMPR2	Secretory
BMS1	Nucleus
BMX	Cytosol
BNC2	Nucleus
BOC	Secretory
BOD1	Cytosol
BOD1L1	Nucleus
BOD1L2	Cytosol
BOLA1	Mitochondria
BOLL	Cytosol
BOP	Mitochondria
BOP1	Nucleus
BORA	Cytosol
BPGM	Cytosol
BPHL	Mitochondria
BPNT1	Cytosol
BPY2	Nucleus
BRAP	Cytosol
BRD1	Nucleus
BRD2	Nucleus
BRD3	Nucleus
BRD4	Nucleus
BRD7	Nucleus
BRD8	Nucleus
BRDT	Nucleus
BRF1	Nucleus
BRF2	Nucleus
BRI3BP	Mitochondria
BRINP1	Cytosol
BRIP1	Nucleus
BRIX1	Nucleus
BRK1	Cytosol
BRMS1L	Nucleus
BRS3	Secretory
BRWD3	Nucleus
BSCL2	Secretory
BST1	Secretory
BSX	Nucleus
BTAF1	Nucleus
BTBD1	Cytosol
BTBD2	Cytosol
BTBD6	Cytosol
BTBD7	Nucleus
BTD	Mitochondria
BTG3	Cytosol
BTLA	Secretory
BTN2A1	Secretory
BTN3A1	Secretory
BTN3A2	Secretory
BTN3A3	Secretory
BUD13	Nucleus
BUD31	Nucleus
C10orf54	Secretory
C10orf90	Cytosol
C11orf1	Nucleus
C11orf21	Cytosol
C11orf49	Nucleus
C11orf54	Nucleus
C11orf83	Mitochondria
C12orf4	Cytosol
C12orf55	Cytosol
C12orf57	Cytosol
C12orf65	Mitochondria
C14orf1	Secretory
C14orf119	Mitochondria
C14orf159	Mitochondria
C14orf79	Cytosol
C15orf27	Secretory
C15orf39	Cytosol
C15orf62	Mitochondria
C16orf45	Cytosol
C16orf62	Secretory
C16orf78	Nucleus
C17orf89	Mitochondria
C18orf8	Secretory
C19orf47	Nucleus
C1GALT1	Secretory
C1GALT1C1	Secretory
C1orf174	Nucleus
C1orf177	Mitochondria
C1orf186	Secretory
C1orf198	Cytosol
C1orf210	Secretory
C1orf52	Nucleus
C1orf61	Nucleus
C1orf85	Secretory
C1QTNF9B	Secretory
C1QTNF9B-AS1	Cytosol
C20orf203	Cytosol
C21orf33	Mitochondria
C21orf59	Cytosol
C21orf67	Secretory
C2CD3	Cytosol
C2CD4A	Nucleus
C2CD4B	Nucleus
C2orf16	Nucleus
C2orf42	Nucleus
C2orf43	Secretory
C2orf47	Mitochondria
C2orf49	Nucleus
C2orf70	Nucleus
C2orf71	Cytosol
C2orf83	Secretory
C3AR1	Secretory
C3orf17	Nucleus
C3orf58	Secretory
C4orf27	Nucleus
C4orf46	Cytosol
C4orf47	Cytosol
C5AR2	Secretory
C5orf30	Cytosol
C5orf63	Mitochondria
C6orf10	Nucleus
C6orf136	Mitochondria
C6orf203	Mitochondria
C6orf47	Cytosol
C6orf57	Mitochondria
C7orf31	Cytosol
C7orf55	Mitochondria
C7orf61	Nucleus
C7orf73	Mitochondria
C8orf17	Secretory
C8orf37	Cytosol
C8orf44	Nucleus
C8orf88	Cytosol
C9orf129	Nucleus
C9orf142	Nucleus
C9orf9	Cytosol
CA1	Cytosol
CA12	Secretory
CA14	Secretory
CA3	Cytosol
CA4	Secretory
CA5A	Mitochondria
CA5B	Mitochondria
CA7	Cytosol
CA8	Cytosol
CAB39	Cytosol
CAB39L	Cytosol
CABIN1	Nucleus
CABP4	Cytosol
CABP5	Cytosol
CACFD1	Secretory
CACNA1C	Secretory
CACNA1D	Secretory
CACNA1E	Secretory
CACNA1F	Secretory
CACNA1I	Secretory
CACNA2D2	Secretory
CACNA2D3	Secretory
CACNA2D4	Secretory
CACNB2	Secretory
CACNG1	Secretory
CACNG4	Secretory
CACNG6	Secretory
CACNG7	Secretory
CALCR	Secretory
CALCRL	Secretory
CALD1	Cytosol
CALHM2	Secretory
CALHM3	Secretory
CALR3	Secretory
CAMLG	Secretory
CAMSAP1	Cytosol
CAMSAP2	Cytosol
CAMSAP3	Cytosol
CAMTA2	Nucleus
CAND2	Nucleus
CAP1	Secretory
CAP2	Secretory
CAPN3	Cytosol
CAPN7	Nucleus
CAPN8	Secretory
CAPS	Cytosol
CAPSL	Cytosol
CAPZA1	Cytosol
CAPZB	Cytosol
CARD10	Cytosol
CARD14	Cytosol
CARD17	Cytosol
CARD9	Cytosol
CARF	Nucleus
CARKD	Mitochondria
CARNS1	Cytosol
CARS	Cytosol
CARS2	Mitochondria
CASC4	Secretory
CASC5	Nucleus
CASKIN1	Cytosol
CASKIN2	Cytosol
CASP1	Cytosol
CASP10	Cytosol
CASP12	Secretory
CASP16	Cytosol
CASP3	Cytosol
CASP6	Cytosol
CASP7	Cytosol
CASP8	Cytosol
CASR	Secretory
CASS4	Cytosol
CASZ1	Nucleus
CAT	Secretory
CATSPERD	Secretory
CATSPERG	Secretory
CBFA2T2	Nucleus
CBFB	Nucleus
CBLC	Nucleus
CBLL1	Nucleus
CBLN4	Cytosol
CBR1	Cytosol
CBR3	Cytosol
CBR4	Mitochondria
CBX2	Nucleus
CBX4	Nucleus
CBX6	Nucleus
CBX7	Nucleus
CBX8	Nucleus
CC2D1B	Nucleus
CC2D2A	Cytosol
CCBL1	Cytosol
CCBL2	Mitochondria
CCDC101	Nucleus
CCDC103	Cytosol
CCDC109B	Mitochondria
CCDC11	Cytosol
CCDC110	Nucleus
CCDC113	Cytosol
CCDC114	Cytosol
CCDC115	Secretory
CCDC116	Cytosol
CCDC125	Cytosol
CCDC13	Cytosol
CCDC132	Secretory
CCDC135	Cytosol
CCDC136	Mitochondria
CCDC137	Nucleus
CCDC14	Cytosol
CCDC141	Cytosol
CCDC146	Cytosol
CCDC147	Cytosol
CCDC15	Cytosol
CCDC151	Cytosol
CCDC154	Secretory
CCDC174	Nucleus
CCDC181	Nucleus
CCDC184	Cytosol
CCDC19	Cytosol
CCDC22	Secretory
CCDC28B	Cytosol
CCDC3	Secretory
CCDC38	Cytosol
CCDC39	Cytosol
CCDC40	Cytosol
CCDC47	Secretory
CCDC50	Cytosol
CCDC53	Secretory
CCDC58	Mitochondria
CCDC59	Nucleus
CCDC6	Cytosol
CCDC61	Cytosol
CCDC64	Cytosol
CCDC67	Cytosol
CCDC8	Cytosol
CCDC81	Cytosol
CCDC85C	Cytosol
CCDC86	Nucleus
CCDC88C	Cytosol
CCDC90B	Mitochondria
CCDC92	Cytosol
CCDC93	Secretory
CCDC96	Cytosol
CCKAR	Secretory
CCKBR	Secretory
CCM2	Cytosol
CCNA1	Nucleus
CCNB1IP1	Cytosol
CCNB3	Nucleus
CCNC	Nucleus
CCNE1	Nucleus
CCNE2	Nucleus
CCNF	Nucleus
CCNG1	Nucleus
CCNG2	Cytosol
CCNH	Nucleus
CCNJ	Nucleus
CCNJL	Nucleus
CCNK	Nucleus
CCNL1	Nucleus
CCNL2	Nucleus
CCNO	Cytosol
CCNT1	Nucleus
CCNT2	Nucleus
CCP110	Cytosol
CCR1	Secretory
CCR10	Secretory
CCR2	Secretory
CCR3	Secretory
CCR4	Secretory
CCR5	Secretory
CCR6	Secretory
CCR7	Secretory
CCR8	Secretory
CCR9	Secretory
CCRL2	Secretory
CCS	Cytosol
CCSER2	Cytosol
CCT2	Cytosol
CCT3	Cytosol
CCT5	Cytosol
CCT6A	Cytosol
CCT6B	Cytosol
CCT7	Cytosol
CCT8	Cytosol
CCT8L1P	Cytosol
CCT8L2	Cytosol
CCZ1	Secretory
CCZ1B	Secretory
CD101	Secretory
CD109	Secretory
CD160	Secretory
CD177	Secretory
CD180	Secretory
CD19	Secretory
CD1A	Secretory
CD200	Secretory
CD22	Secretory
CD24	Secretory
CD244	Secretory
CD274	Secretory
CD276	Secretory
CD300A	Secretory
CD300C	Secretory
CD300E	Secretory
CD300LB	Secretory
CD300LD	Secretory
CD300LF	Secretory
CD33	Secretory
CD37	Secretory
CD3E	Secretory
CD3G	Secretory
CD47	Secretory
CD48	Secretory
CD5	Secretory
CD52	Secretory
CD58	Secretory
CD69	Secretory
CD7	Secretory
CD72	Secretory
CD79A	Secretory
CD79B	Secretory
CD80	Secretory
CD82	Secretory
CD83	Secretory
CD84	Secretory
CD86	Secretory
CD8BP	Secretory
CD9	Secretory
CD96	Secretory
CDC123	Cytosol
CDC14B	Nucleus
CDC20	Cytosol
CDC25B	Cytosol
CDC25C	Nucleus
CDC26	Nucleus
CDC27	Nucleus
CDC37	Cytosol
CDC37L1	Cytosol
CDC40	Nucleus
CDC42BPA	Cytosol
CDC42BPG	Cytosol
CDC7	Nucleus
CDC73	Nucleus
CDCA3	Cytosol
CDCA4	Nucleus
CDH10	Secretory
CDH11	Secretory
CDH12	Secretory
CDH13	Secretory
CDH15	Secretory
CDH16	Secretory
CDH17	Secretory
CDH18	Secretory
CDH19	Secretory
CDH20	Secretory
CDH22	Secretory
CDH23	Secretory
CDH24	Secretory
CDH26	Secretory
CDH3	Secretory
CDH4	Secretory
CDH6	Secretory
CDH7	Secretory
CDH8	Secretory
CDH9	Secretory
CDHR3	Secretory
CDHR4	Secretory
CDHR5	Secretory
CDIP1	Nucleus
CDK12	Nucleus
CDK13	Nucleus
CDK5RAP1	Cytosol
CDK8	Nucleus
CDKAL1	Secretory
CDKL3	Cytosol
CDKL4	Cytosol
CDKL5	Nucleus
CDKN1C	Nucleus
CDKN2AIP	Nucleus
CDO1	Cytosol
CDON	Secretory
CDR2	Cytosol
CDS1	Secretory
CDS2	Mitochondria
CDT1	Nucleus
CDV3	Cytosol
CDX1	Nucleus
CDX2	Nucleus
CDX4	Nucleus
CDY1	Nucleus
CDY2A	Nucleus
CDYL	Nucleus
CDYL2	Nucleus
CEACAM1	Secretory
CEACAM4	Secretory
CEACAM5	Secretory
CEACAM6	Secretory
CEACAM7	Secretory
CEACAM8	Secretory
CEBPA	Nucleus
CEBPD	Nucleus
CEBPE	Nucleus
CEBPG	Nucleus
CEBPZ	Nucleus
CEBPZOS	Mitochondria
CECR2	Nucleus
CECR5	Mitochondria
CELSR1	Secretory
CELSR2	Secretory
CELSR3	Secretory
CEMP1	Cytosol
CENPB	Nucleus
CENPBD1	Nucleus
CENPJ	Cytosol
CENPO	Nucleus
CEP120	Cytosol
CEP128	Cytosol
CEP135	Cytosol
CEP152	Cytosol
CEP170B	Cytosol
CEP192	Cytosol
CEP41	Cytosol
CEP57L1	Cytosol
CEP63	Cytosol
CEP72	Cytosol
CEP76	Cytosol
CEP78	Cytosol
CEP85L	Cytosol
CEP95	Cytosol
CEP97	Cytosol
CERCAM	Secretory
CES1	Secretory
CES1P1	Secretory
CES2	Secretory
CES3	Secretory
CFAP221	Cytosol
CFP	Secretory
CFTR	Secretory
CGA	Secretory
CGGBP1	Nucleus
CGN	Cytosol
CGNL1	Cytosol
CGRRF1	Nucleus
CH25H	Secretory
CHAC2	Cytosol
CHAF1A	Nucleus
CHCHD10	Mitochondria
CHCHD2	Nucleus
CHCHD2P9	Mitochondria
CHCHD4	Mitochondria
CHCHD5	Mitochondria
CHCHD6	Mitochondria
CHCHD7	Mitochondria
CHD2	Nucleus
CHD5	Nucleus
CHD6	Nucleus
CHD7	Nucleus
CHD8	Nucleus
CHDH	Mitochondria
CHKA	Cytosol
CHKB	Cytosol
CHM	Cytosol
CHML	Cytosol
CHMP7	Cytosol
CHN1	Cytosol
